source_status,normalized_status,analytical_group,include_in_main_analysis,target_isil,rationale,source_count
Biblioteca confluita in IT-PI0225,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0225,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PI0233,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0233,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,12
Biblioteca confluita in IT-PI0251,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0251,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PI0278,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0278,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PI0318,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0318,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,8
Biblioteca confluita in IT-PI0320,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0320,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,5
Biblioteca confluita in IT-PI0416,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0416,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-PR0031,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0031,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-PR0032,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0032,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,20
Biblioteca confluita in IT-PR0056,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0056,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-PR0072,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0072,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PR0076,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0076,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,12
Biblioteca confluita in IT-PR0139,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0139,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,8
Biblioteca confluita in IT-PR0141,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0141,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-PR0142,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0142,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PR0169,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0169,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-PR0174,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0174,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PR0240,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PR0240,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-PU0010,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PU0010,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PU0145,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PU0145,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PU0157,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PU0157,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,14
Biblioteca confluita in IT-PU0206,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PU0206,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,11
Biblioteca confluita in IT-PV0144,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PV0144,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PV0265,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PV0265,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,33
Biblioteca confluita in IT-PV0295,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PV0295,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PV0367,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PV0367,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-PV0369,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PV0369,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-PV0370,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PV0370,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RA0009,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RA0009,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RA0026,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RA0026,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RA0036,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RA0036,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-RA0037,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RA0037,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RA0104,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RA0104,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RE0036,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RE0036,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0108,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0108,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0210,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0210,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0426,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0426,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0490,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0490,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0528,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0528,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0535,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0535,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0573,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0573,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0744,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0744,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0806,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0806,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0899,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0899,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0906,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0906,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0909,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0909,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0910,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0910,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-RM0916,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0916,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-RM0917,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0917,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-RM0920,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0920,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0936,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0936,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0940,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0940,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-RM0943,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0943,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0945,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0945,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0954,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0954,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0960,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0960,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0967,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0967,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0972,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0972,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0973,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0973,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0983,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0983,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0985,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0985,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM0989,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0989,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0995,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0995,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM0998,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM0998,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1007,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1007,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1008,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1008,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1016,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1016,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1019,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1019,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1022,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1022,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-RM1029,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1029,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1038,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1038,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1040,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1040,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1042,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1042,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1072,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1072,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1158,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1158,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1200,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1200,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1225,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1225,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1232,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1232,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1299,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1299,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1337,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1337,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1338,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1338,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-RM1339,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1339,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1482,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1482,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1514,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1514,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-RM1529,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1529,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1611,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1611,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-RM1616,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1616,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1620,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1620,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-RM1653,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1653,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1676,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1676,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1686,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1686,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM1700,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1700,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-RM1887,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1887,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM1919,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM1919,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM2053,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM2053,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-RM2064,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM2064,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RM2081,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RM2081,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RN0044,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RN0044,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-RN0083,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-RN0083,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-SA0075,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SA0075,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SA0119,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SA0119,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,11
Biblioteca confluita in IT-SA0186,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SA0186,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,7
Biblioteca confluita in IT-SI0104,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SI0104,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SP0031,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SP0031,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SP0058,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SP0058,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SP0106,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SP0106,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SP0195,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SP0195,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SR0003,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SR0003,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SS0014,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0014,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SS0071,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0071,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-SS0080,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0080,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SS0111,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0111,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-SS0142,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0142,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,11
Biblioteca confluita in IT-SS0166,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0166,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,34
Biblioteca confluita in IT-SS0167,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0167,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,16
Biblioteca confluita in IT-SS0169,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0169,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SS0183,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0183,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-SS0209,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0209,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,8
Biblioteca confluita in IT-SS0267,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0267,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SS0271,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0271,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SS0272,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SS0272,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-SV0006,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SV0006,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-SV0226,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-SV0226,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-TA0049,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TA0049,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-TE0003,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-TE0003,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
