isil,collection_index,library_name_source,codice,denominazione,fondo_depositato,catalogazione_inventario,tipologia_fondo,dewey,descrizione,url_o_citazione_bibliografica,consistenza,datazione,modalita_acquisizione,tipologia_documentaria,provenienza,soggetto_produttore,bibliografia,fondi_collegati
IT-AN0045,9,Biblioteca diocesana Pier Matteo Petrucci,009,Fondo Parrocchia Divino Amore - Jesi,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo di proprietà di Mons. Giovanni Cittadini (Porto Recanati, 1909-1999) con una lunga carriera di docente di lingue classiche a Roma e scrisse importanti lavori su Pio IX. Comprende testi di Teologia, Linguistica, Lingue, Letteratura Greca e Latina, storia ecclesiastica e storia in generale",,,,,,,,,
IT-AN0045,10,Biblioteca diocesana Pier Matteo Petrucci,010,Fondo Mosci,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo appartenuto a Mons. Igino Mosci, parroco della Cattedrale di Jesi. Comprende testi di Teologia, Storia, Musica, Storia della Musica",,,,,,,,,
IT-AN0045,11,Biblioteca diocesana Pier Matteo Petrucci,011,Fondo Belemmi,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo donato dal dott. Simone Belemmi (1981-) comprende testi universitari di Teologia, Linguistica, Economia e Geografia.",,,,,,,,,
IT-AN0045,12,Biblioteca diocesana Pier Matteo Petrucci,012,Fondo Antomarini,No,NON SPECIFICATO,Fondo librario / Collezione,,"Fondo donato dalla Prof.ssa Antomarini Brunella docente presso la John Cabot University di Roma e poetessa comprende testi di Letteratura, filosofia e linguistica",,,,,,,,,
IT-AN0045,13,Biblioteca diocesana Pier Matteo Petrucci,013,F. Greganti,No,NON SPECIFICATO,Fondo misto,,"Fondo donato dagli eredi di d. Germano Greganti (1915-1994) cappellano di carceri e autore di diversi volumi sulla realtà carceraria, vedi: http://www.ristretti.it/commenti/2015/marzo/pdf5/lettera_merluzzi.pdf comprende testi di sociologia psicologia e dottrina sociale della Chiesa",,,,,,,,,
IT-AN0054,1,Biblioteca comunale Francesco Cini,001,Fondo eredi Teodosio Fiorenzi,No,NON SPECIFICATO,Fondo librario / Collezione,,libri di varia umanita' secoli 16-20,,,,,,,,,
IT-AN0054,2,Biblioteca comunale Francesco Cini,002,Lascito monsignor Carlo Grillantini,No,NON SPECIFICATO,Fondo misto,Storia delle Marche,storia e letteratura regionale,,,,,,,,,
IT-AN0054,3,Biblioteca comunale Francesco Cini,003,Fondo Domenico Quercetti,No,NON SPECIFICATO,Fondo librario / Collezione,Musica,spartiti di operette e musica religiosa,,,,,,,,,
IT-AN0056,1,Biblioteca del Seminario vescovile,001,Raccolta ex Convento padri filippini,No,Non presente,Fondo misto,,,,,,,,,,,
IT-AN0057,1,Biblioteca del Convento S. Giuseppe da Copertino,001,Fondo S. Giuseppe da Copertino,No,Non presente,Fondo librario / Collezione,,atti processuali per la beatificazione e la canonizzazione del santo,,,,,,,,,
IT-AN0069,1,Biblioteca comunale Antonelliana,001,Fondo Antonelli,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0069,2,Biblioteca comunale Antonelliana,002,Fondo Consolini,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0069,3,Biblioteca comunale Antonelliana,003,Fondo Marcolini,Si,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0069,4,Biblioteca comunale Antonelliana,004,Fondo Padovano,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0069,5,Biblioteca comunale Antonelliana,005,Fondo Sciocchetti,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0083,1,Biblioteca comunale Emidio Bianchi,001,Fondo Perozzi,No,NON SPECIFICATO,Fondo librario / Collezione,,"Letteratura classica, storia, opere di divulgazione",,,,,,,,,
IT-AN0084,1,Biblioteca della Santa Casa,001,Fondo lauretano,No,NON SPECIFICATO,Fondo librario / Collezione,,Comprende i volumi che dal XVI sec. si riferiscono alla storia del Santaurio e della città di Loreto.,,,,,,,,,
IT-AN0084,2,Biblioteca della Santa Casa,002,Fondo marchigiano,No,NON SPECIFICATO,Fondo librario / Collezione,,Comprende i volumi che dal XVI secolo si riferiscono alle Marche.,,,,,,,,,
IT-AN0092,1,Biblioteca comunale Planettiana,001,Libreria Planettiana,No,NON SPECIFICATO,Fondo misto,Storia delle Marche,"(archivi Pianetti, Azzolino, Nappi) storia locale sec. 15-19",,,,,,,,,
IT-AN0092,2,Biblioteca comunale Planettiana,002,Libreria Angelo Ghislieri,No,Non presente,Fondo misto,,,,,,,,,,,
IT-AN0092,3,Biblioteca comunale Planettiana,003,Libreria Ettore Margotti,No,NON SPECIFICATO,Fondo misto,Scienze mediche. Medicina,medicina,,,,,,,,,
IT-AN0092,4,Biblioteca comunale Planettiana,004,Libreria Vincenzo Mattioni,No,NON SPECIFICATO,Fondo misto,Scienze pure,scienze,,,,,,,,,
IT-AN0092,5,Biblioteca comunale Planettiana,005,Libreria Clelia Buccellati,No,NON SPECIFICATO,Fondo misto,Letterature nelle lingue elleniche - Letteratura greca classica,letteratura greca e latina,,,,,,,,,
IT-AN0092,6,Biblioteca comunale Planettiana,006,Libreria Luigi Luciani,No,NON SPECIFICATO,Fondo misto,,"libri ascetici, di storia e letteratura",,,,,,,,,
IT-AN0092,7,Biblioteca comunale Planettiana,007,Libreria Eugenio Mazzarini,No,NON SPECIFICATO,Fondo misto,Letteratura,"letteratura tedesca e francese, agraria",,,,,,,,,
IT-AN0092,8,Biblioteca comunale Planettiana,008,Libreria Carlo Mereghi,No,NON SPECIFICATO,Fondo misto,,,,,,,,,,,
IT-AN0092,9,Biblioteca comunale Planettiana,009,Libreria Sante Ferrari,No,NON SPECIFICATO,Fondo misto,Filosofia e discipline connesse,filosofia,,,,,,,,,
IT-AN0092,10,Biblioteca comunale Planettiana,010,Libreria Cesare Annibaldi,No,NON SPECIFICATO,Fondo misto,Letteratura,letteratura e opere di interesse locale,,,,,,,,,
IT-AN0092,11,Biblioteca comunale Planettiana,011,Libreria Alessandro Sabatucci,No,NON SPECIFICATO,Fondo misto,Letterature nelle lingue elleniche - Letteratura greca classica,letteratura greca e latina,,,,,,,,,
IT-AN0092,12,Biblioteca comunale Planettiana,012,Libreria Siro Solazzi,No,NON SPECIFICATO,Fondo misto,Diritto. Trattamento storico e geografico,storia del diritto,,,,,,,,,
IT-AN0092,13,Biblioteca comunale Planettiana,013,Libreria Tullio Cecon,No,NON SPECIFICATO,Fondo misto,,,,,,,,,,,
IT-AN0092,14,Biblioteca comunale Planettiana,014,Libreria Belardinelli,No,NON SPECIFICATO,Fondo misto,Letteratura,letteratura,,,,,,,,,
IT-AN0092,15,Biblioteca comunale Planettiana,015,Libreria e archivio Edmondo Marcucci,No,NON SPECIFICATO,Archivio / Raccolta documentaria,Religione e pensiero religioso. Trattamento storico e geografico,"storia delle religioni, pacifismo",,,,,,,,,
IT-AN0092,16,Biblioteca comunale Planettiana,016,Libreria e archivio Colocci,No,NON SPECIFICATO,Archivio / Raccolta documentaria,Storia delle Marche,storia locale sec. 14-20,,,,,,,,,
IT-AN0092,17,Biblioteca comunale Planettiana,017,Libreria Natale Anconetani,No,Non presente,Fondo misto,Narrativa italiana. 20. sec.,narrativa italiana e straniera sec. 20,,,,,,,,,
IT-AN0092,18,Biblioteca comunale Planettiana,018,Archivio Ubaldini,No,Non presente,Archivio / Raccolta documentaria,Storia delle Marche,storia locale sec. 16-19,,,,,,,,,
IT-AN0094,1,Biblioteca comunale Planettiana - Sezione Ragazzi,001,Fondo Luigi Grossi,No,Non presente,Fondo librario / Collezione,Biblioteche per ragazzi,archivio del libro di testo per la scuola elementare,,,,,,,,,
IT-AN0110,1,Biblioteca dell'Abbazia di S. Maria in Castagnola,001,Fondo Confraternite del Rosario e del SS. Sacramento,No,Non presente,Fondo librario / Collezione,,registri manoscritti del '600 e del '700,,,,,,,,,
IT-AN0330,1,"Biblioteca Comunale ""Sara Iommi""",001,Fondo Mario Panzini,No,NON SPECIFICATO,Fondo librario / Collezione,,500 volumi circa sul vernacolo,,,,,,,,,
IT-AN0345,1,"Biblioteca comunale per ragazzi ""Raul Bartoli""",001,Biblioteca della legalità,No,Online,Fondo misto,,,,,,,,,,,
IT-AN0346,1,Biblioteca della Fondazione Rosellini per la Letteratura Popolare Onlus,001,Edizioni rare – materiale non librario,No,Volumi,Fondo misto,,a) n. 400 disegni e tempere originali di Carlo Iacono; b) n. 32 strisce originali di Antonio Rubino; c) n. 11 strisce e tavole domenicali di noti autori americani,"Giallo Iacono, ed. Fondazione Rosellini, Senigallia 2018 (cm 24x30, 96 pagg.)",,,,,,,,
IT-AN0354,1,Biblioteca Federazione Clarisse Cappuccine,001,Fondo antico del Monastero di Fabriano,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-AN0361,1,Biblioteca dell'Istituto di istruzione superiore A. Einstein - A. Nebbia,001,Fondo Passini,No,Non presente,Fondo librario / Collezione,Alimenti e bevande,"Il Fondo Passini viene donato alla biblioteca scolastica nel 2024 dalla famiglia dello Chef Marco Passini, a seguito della collaborazione tra l’Istituto e l’associazione Tamburo e Coltello dedicata alla memoria dello Chef anconetano deceduto nel 2016. Le consistenze del fondo è di circa 120 volumi appartenuti a Marco Passini, comprende volumi sulla cucina, con monografie su singoli ingredienti, sulle cucine regionali, collane dedicate alla cucina gourmet, volumi sulla cucina internazionale, volumi dedicati alle bevande, all’alimentazione, alla storia della cucina. Non contiene edizioni di pregio, è tuttavia prezioso per la specificità delle monografie, in alcuni casi edizioni internazionali in lingua originale difficilmente reperibili in altre collezioni.",,120 volumi circa,1980 - 2016,Donazione da parte della famiglia Marco Passini,,,,,
IT-AN0361,2,Biblioteca dell'Istituto di istruzione superiore A. Einstein - A. Nebbia,002,Fondo Slow Food,No,Non presente,Fondo librario / Collezione,Alimenti e bevande,"Il Fondo Slow Food viene donato all’Istituto nel 2024 dalle condotte Slow Food Ancona e Conero e Slow Food Loreto Val Musone, contiene circa 80 volumi, monografie e guide edite da Slow Food Editore dedicate al mondo dell’enogastronomia, in particolare al mondo del vino, della cucina e della ristorazione con le guide Slow Food. Si tratta di un piccolo patrimonio significativo per la nostra utenza in quanto permette la conoscenza dell’associazione che difende il cibo “buono, pulito e giusto” e da anni collabora con l’Istituto alla formazione dei futuri professionisti del settore enogastronomico, in particolare della cucina.",,80 volumi circa,2000 - 2024,Donazione da parte delle condotte Slow Food Ancona e Conero e Slow Food Loreto Val Musone,,,,,
IT-AO0001,1,Biblioteca diocesana,001,Fondo Gal Duc,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AO0006,1,Biblioteca dell'Archivio storico regionale,001,Archivio storico della città di Aosta,Si,Non presente,Archivio / Raccolta documentaria,,"codici, incunaboli, edizioni del '500, '600, '700, '800",,,,,,,,,
IT-AO0007,1,Biblioteca de l'Académie Saint-Anselme d'Aoste,001,Fondo Frutaz,No,Non presente,Fondo librario / Collezione,,collezione libraria e di mss.proveniente dal canonico F.G.Frutaz (1859-1922),,,,,,,,,
IT-AO0065,1,Biblioteca dell'Istituto storico della Resistenza e della Società contemporanea in Valle d'Aosta,001,Fondo Chabloz,No,Non presente,Fondo librario / Collezione,,250 volumi di storia locale,,,,,,,,,
IT-AO0084,1,Biblioteca di Ateneo dell'Università della Valle d'Aosta,001,Fondo Pene Vidari,Si,Online,Fondo librario / Collezione,Educazione,Fondo di volumi e periodici da fino 800 a metà 900 su temi pedagogici,http://www.univda.it/SebinaOpac/Opac,,,,,,,,
IT-AO0084,2,Biblioteca di Ateneo dell'Università della Valle d'Aosta,002,Fondo Neppi Modona,Si,Online,Fondo librario / Collezione,Diritto,Fondo di volumi e periodici di diritto,http://www.univda.it/SebinaOpac/Opac,,,,,,,,
IT-AO0084,3,Biblioteca di Ateneo dell'Università della Valle d'Aosta,003,Fondo Alberto Mazzocco,Si,Online,Fondo librario / Collezione,Psicologia,Volumi di psicologia,http://www.univda.it/SebinaOpac/Opac,,,,,,,,
IT-AO0084,4,Biblioteca di Ateneo dell'Università della Valle d'Aosta,004,Fondo Giorgio Lombardi,Si,Online,Fondo librario / Collezione,Diritto,Fondo di natura giuridica,http://www.univda.it/SebinaOpac/Opac,,,,,,,,
IT-AO0155,1,Biblioteca del Centro di studi storico-letterari Natalino Sapegno - Onlus,001,Fondo Natalino Sapegno,Si,NON SPECIFICATO,Fondo librario / Collezione,"Letterature in lingua italiana, romena, ladina",,,,,,,,,,
IT-AO0155,2,Biblioteca del Centro di studi storico-letterari Natalino Sapegno - Onlus,002,Fondo Sergio Solmi,No,NON SPECIFICATO,Fondo librario / Collezione,Letteratura,"Fondo specializzato in letteratura italiana, letteratura francese, storia",,,,,,,,,
IT-AO0155,3,Biblioteca del Centro di studi storico-letterari Natalino Sapegno - Onlus,003,Fondo Giulio Augusto Levi,Si,NON SPECIFICATO,Fondo librario / Collezione,Letteratura,,,,,,,,,,
IT-AO0155,4,Biblioteca del Centro di studi storico-letterari Natalino Sapegno - Onlus,004,Fondo Lea Ritter Santini,No,NON SPECIFICATO,Fondo librario / Collezione,Letterature nelle lingue germaniche (teutoniche) - Letteratura tedesca,Fondo specializzato in letteratura tedesca e storia dell'arte,,,,,,,,,
IT-AO0155,5,Biblioteca del Centro di studi storico-letterari Natalino Sapegno - Onlus,005,Collezione Demetrio Mafrica (Biblio-Museo del Fumetto),Si,NON SPECIFICATO,Fondo misto,"Vignette, caricature, fumetti",,,,,,,,,,
IT-AO0155,6,Biblioteca del Centro di studi storico-letterari Natalino Sapegno - Onlus,006,Fondo Lionello Sozzi,Si,NON SPECIFICATO,Fondo librario / Collezione,Letteratura,"Letteratura italiana, letteratura francese, critica letteraria",,7.000 volumi,,,,,,,
IT-AO0162,1,Biblioteca delle Montagne,001,Fondo Giuseppe Nebbia,Si,Online,Fondo librario / Collezione,Architettura,"Fondo donato alla Fondazione Courmayeur Mont Blanc per volontà dello stesso architetto, costituisce un punto di vista privilegiato per lo studio sulla montagna, sulla Valle d’Aosta, sull’architettura in genere e quella montana, o alpina, in particolare.Si tratta di un fondo moderno, composto da oltre 1.200 volumi. Il fondo è costituito, per lo più, da testi, cartine e riviste (italiane, francesi e inglesi) acquistati dallo stesso architetto per ampliare la propria formazione e nutrire le curiosità legate alla storia locale della Valle d’Aosta, alla sua attività di ricerca, ai suoi viaggi. La passione per gli aspetti geografici del territorio, ereditata dal papà Alessio, porta Giuseppe Nebbia, non solo a conservare carte geografiche dei suoi viaggi, ma a evidenziarne i caratteri editandole lui stesso. Si ricordano “Monte Bianco Valdigne: Carta turistica itinerari escursionistici” del 1984 e “Courmayeur Monte Bianco: guida turistica escursionistica” del 1985. Uno studio del fondo di Giusepp",https://biblioteca.fondazionecourmayeur.it/fondi-della-biblioteca-fondazione-courmayeur/fondo-giuseppe-nebbia/,1200 volumi e carte geografiche,1960 - 2020,Donazione da privato,,,,,
IT-AO0162,2,Biblioteca delle Montagne,002,Fondo Laurent Ferretti,Si,Online,Fondo librario / Collezione,"Passeggiate ed esplorazioni in montagne, colline, rocce","Laurent Ferretti, una figura straordinaria di intellettuale, professionista e pubblico amministratore, attento alla realtà valdostana e al suo inserimento in ambito internazionale, che si impegnò, fin dall’inizio, per avviare l’attività della Fondazione Courmayeur Mont Blanc, alla quale ha, generosamente, lasciato parte della propria biblioteca.Si tratta di un fondo moderno, composto da oltre 540 volumi.La Fondazione Courmayeur, nel 2004, ha voluto intitolargli l’Osservatorio sul sistema montagna, per favorire in piena coerenza con lo Statuto, il confronto di idee sui problemi della montagna, con il contributo dei migliori specialisti e con il coinvolgimento delle collettività locali.",https://biblioteca.fondazionecourmayeur.it/fondi-della-biblioteca-fondazione-courmayeur/fondo-laurent-ferretti/,540 volumi,1960 - 2016,Donazione da privato,,,,,
IT-AP0006,1,Biblioteca comunale Giulio Gabrielli,001,Fondo cronache ascolane,No,NON SPECIFICATO,Fondo librario / Collezione,Storia di Ascoli Piceno (Prov.),"manoscritti storia sociale, artistica ed economica di Ascoli",,,,,,,,,
IT-AP0006,2,Biblioteca comunale Giulio Gabrielli,002,Fondo Luigi Pastori,No,NON SPECIFICATO,Fondo librario / Collezione,Storia di Ascoli Piceno (Prov.),manoscritti di storia locale,,,,,,,,,
IT-AP0006,3,Biblioteca comunale Giulio Gabrielli,003,Fondo Gaetano Frascarelli,No,NON SPECIFICATO,Fondo librario / Collezione,,"manoscritti di vario argomento, autografi, carteggi",,,,,,,,,
IT-AP0006,4,Biblioteca comunale Giulio Gabrielli,004,Fondo Giulio Gabrielli,No,Non presente,Fondo librario / Collezione,,"quaderni, taccuini, carteggi; scritti storico-letterari",,,,,,,,,
IT-AP0006,5,Biblioteca comunale Giulio Gabrielli,005,Fondo Cesare Mariotti,No,NON SPECIFICATO,Fondo librario / Collezione,,"pubblicazioni di argomento locale, carteggi, manoscritti secolo 20",,,,,,,,,
IT-AP0006,6,Biblioteca comunale Giulio Gabrielli,006,Fondo Ernesto Verrucci Bey,No,NON SPECIFICATO,Fondo librario / Collezione,Storia dell'antico Egitto fino al 640,civilta' e cultura egizia,,,,,,,,,
IT-AP0006,7,Biblioteca comunale Giulio Gabrielli,007,Donazione Giuseppe de' Castellotti,No,NON SPECIFICATO,Fondo misto,Storia generale dell'Europa. Dalle origini al 1453,studi medievali,,,,,,,,,
IT-AP0012,1,"Biblioteca civica ""Romolo Spezioli""",001,Fondo Romolo Spezioli,No,Non presente,Fondo librario / Collezione,Scienze mediche. Medicina,incunaboli ed edizioni del '500 e '600 prevalentemente di medicina,,,,,,,,,
IT-AP0012,2,"Biblioteca civica ""Romolo Spezioli""",002,Fondo G. B. Carducci,No,Non presente,Fondo librario / Collezione,Disegno e disegni,"4820 stampe, 2490 disegni, 1795 disegni di architettura",,,,,,,,,
IT-AP0012,3,"Biblioteca civica ""Romolo Spezioli""",003,Fondo Scorcelletti,No,Non presente,Fondo librario / Collezione,Musica,musica,,,,,,,,,
IT-AP0012,4,"Biblioteca civica ""Romolo Spezioli""",004,Fondo Gigliucci,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-AP0014,1,Biblioteca del Seminario arcivescovile di Fermo F. De Angelis,001,Fondo Roberto Ferracuti,No,NON SPECIFICATO,Fondo librario / Collezione,,"Si tratta della donazione della Biblioteca del prof. Mario Ferracuti, di carattere prevelentemente pedagogico-psicologico",,,,,,,,,
IT-AP0014,2,Biblioteca del Seminario arcivescovile di Fermo F. De Angelis,002,Fondo Mons. Giorgio Cupidio,No,NON SPECIFICATO,Fondo librario / Collezione,,"Saggi, commenti e testi di autori di discipline umanistiche, in particolare classici greci, latini, italiani.",,,,,,,,,
IT-AP0014,3,Biblioteca del Seminario arcivescovile di Fermo F. De Angelis,003,Fondo Mons. Gabriele Miola,No,NON SPECIFICATO,Fondo librario / Collezione,,"Si tratta del lascito di un consistente patrimonio tra monografie, collane e periodici a carattere prevalentemente teologio-biblico",,,,,,,,,
IT-AP0029,1,Biblioteca comunale Luigi Centanni,001,Fondo Gianfranco Mercuri,No,NON SPECIFICATO,Fondo librario / Collezione,,circa 100 volumi di medicina e farmaceutica,,,,,,,,,
IT-AP0033,1,Biblioteca diocesana di Ripatransone,001,Fondo moderno di Don Antonio Capriotti,No,NON SPECIFICATO,Fondo librario / Collezione,,il fondo è riferito alla donazione di Don Antonio Capriotti (ex rettore del Seminario Vescovile e parrocco dei santi Benigno e Michele Arcangelo di Ripatransone). Consta di circa 2000 volumi a stampa moderni.,,,,,,,,,
IT-AP0048,1,"Biblioteca civica ""Gino Pieri""",001,Fondo Cardarelli Salvadori,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
