isil,contact_index,contact_type,contact_value,source
IT-MI0409,4,url,www.bibliotecapopolarerho.it,contatti.xml
IT-MI0410,1,e-mail,biblio@comune.robecchetto-con-induno.mi.it,contatti.xml
IT-MI0410,2,pec,comune.robecchetto@postecert.it,contatti.xml
IT-MI0410,3,telefono,+39 0331876476,contatti.xml
IT-MI0410,4,telefono,+39 3346097681,contatti.xml
IT-MI0410,5,url,https://catalogo.fondazioneperleggere.it/library/robecchetto-con-induno/,contatti.xml
IT-MI0410,6,url,https://it-it.facebook.com/bdirobecchetto/,contatti.xml
IT-MI0410,7,url,www.facebook.com/bdirobecchetto/,contatti.xml
IT-MI0411,1,e-mail,biblioteca@comune.robeccosulnaviglio.mi.it,contatti.xml
IT-MI0411,2,fax,+39 029471785,contatti.xml
IT-MI0411,3,pec,protocollo@comune.robeccosulnaviglio.mi.it,contatti.xml
IT-MI0411,4,telefono,+39 0294970360,contatti.xml
IT-MI0411,5,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0411,6,url,http://www.comune.robeccosulnaviglio.mi.it/c015184/zf/index.php/servizi-aggiuntivi/index/index/idtesto/29,contatti.xml
IT-MI0412,1,e-mail,m.zimotti@cubinrete.it,contatti.xml
IT-MI0412,2,e-mail,cultura@comune.rodano.mi.it,contatti.xml
IT-MI0412,3,fax,+39 0295959522,contatti.xml
IT-MI0412,4,pec,comune.rodano@pec.regione.lombardia.it,contatti.xml
IT-MI0412,5,telefono,+39 0295328435,contatti.xml
IT-MI0412,6,url,www.cubinrete.it,contatti.xml
IT-MI0412,7,url,www.comune.rodano.mi.it/c015185/zf/index.php/servizi-aggiuntivi/index/index/idtesto/128,contatti.xml
IT-MI0413,1,e-mail,biblioteca@comune.roncello.mb.it,contatti.xml
IT-MI0413,2,pec,comune.roncello@pec.regione.lombardia.it,contatti.xml
IT-MI0413,3,telefono,+39 3456640019,contatti.xml
IT-MI0413,4,url,www.cubinrete.it/roncello,contatti.xml
IT-MI0413,5,url,www.facebook.com/Biblioteca.Roncello/,contatti.xml
IT-MI0414,1,e-mail,biblioteca.roncobriantino@cubinrete.it,contatti.xml
IT-MI0414,2,fax,+39 0396815118,contatti.xml
IT-MI0414,3,pec,comune.roncobriantino@legalmail.it,contatti.xml
IT-MI0414,4,telefono,+39 0396815118,contatti.xml
IT-MI0414,5,url,www.cubinrete.it/ronco-briantino,contatti.xml
IT-MI0418,1,e-mail,biblioteca.sancolombanoallambro@cubinrete.it,contatti.xml
IT-MI0418,2,fax,+39 0371897965,contatti.xml
IT-MI0418,3,pec,comune.sancolombano@cert.saga.it,contatti.xml
IT-MI0418,4,telefono,+39 03712932099,contatti.xml
IT-MI0418,5,url,www.cubinrete.it/san-colombano-al-lambro/,contatti.xml
IT-MI0419,1,e-mail,biblioteca.sandonatomilanese@cubinrete.it,contatti.xml
IT-MI0419,2,fax,+39 025231458,contatti.xml
IT-MI0419,3,pec,protocollo@cert.comune.sandonatomilanese.mi.it,contatti.xml
IT-MI0419,4,telefono,+39 0252772310,contatti.xml
IT-MI0419,5,telefono,+39 0252772400,contatti.xml
IT-MI0419,6,url,www.cubinrete.it/san-donato-milanese,contatti.xml
IT-MI0419,7,url,https://www.comune.sandonatomilanese.mi.it/servizi/cultura/biblioteca-comunale-simona-orlandi/,contatti.xml
IT-MI0423,1,e-mail,biblioteca.sangiorgio@csbno.net,contatti.xml
IT-MI0423,2,fax,+39 03314038337,contatti.xml
IT-MI0423,3,pec,comune.sangiorgiosulegnano@cert.legalmail.it,contatti.xml
IT-MI0423,4,telefono,+39 0331401564,contatti.xml
IT-MI0423,5,url,www.csbno.net,contatti.xml
IT-MI0424,1,e-mail,biblioteca.sangiulianomilanese@cubinrete.it,contatti.xml
IT-MI0424,2,fax,+39 0298249231,contatti.xml
IT-MI0424,3,pec,comune.sangiulianomilanese@cert.legalmail.it,contatti.xml
IT-MI0424,4,telefono,+39 0298207804,contatti.xml
IT-MI0424,5,telefono,+39 0298207802,contatti.xml
IT-MI0424,6,url,www.cubinrete.it/san-giuliano-milanese,contatti.xml
IT-MI0424,7,url,https://www.cubinrete.it/san-giuliano-milanese,contatti.xml
IT-MI0428,1,e-mail,biblioteca.sanvittore@csbno.net,contatti.xml
IT-MI0428,2,fax,+39 0331422174,contatti.xml
IT-MI0428,3,pec,comune.sanvittoreolona@pec.regione.lombardia.it,contatti.xml
IT-MI0428,4,telefono,+39 0331488980,contatti.xml
IT-MI0428,5,url,www.csbno.net,contatti.xml
IT-MI0428,6,url,https://webopac.csbno.net/library/San-Vittore/,contatti.xml
IT-MI0429,1,e-mail,biblioteca.sanzenoneallambro@cubinrete.it,contatti.xml
IT-MI0429,2,e-mail,biblioteca@comune.sanzenoneallambro.mi.it,contatti.xml
IT-MI0429,3,fax,+39 02987736,contatti.xml
IT-MI0429,4,pec,sindaco.comune.sanzenone@pec.regione.lombardia.it,contatti.xml
IT-MI0429,5,telefono,+39 0298870311,contatti.xml
IT-MI0429,6,telefono,+39 0298870024,contatti.xml
IT-MI0429,7,url,www.cubinrete.it/san-zenone-al-lambro,contatti.xml
IT-MI0432,1,e-mail,biblioteca@comune.santostefanoticino.mi.it,contatti.xml
IT-MI0432,2,e-mail,giulianalabria@comune.santostefanoticino.mi.it,contatti.xml
IT-MI0432,3,pec,comune.santostefanoticino@pec.regione,contatti.xml
IT-MI0432,4,telefono,+39 0297274187,contatti.xml
IT-MI0432,5,telefono,+39 029723861,contatti.xml
IT-MI0432,6,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0435,1,e-mail,biblioteca@comune.sedriano.mi.it,contatti.xml
IT-MI0435,2,fax,+39 0290111099,contatti.xml
IT-MI0435,3,pec,comune.sedriano@postemailcertificata.it,contatti.xml
IT-MI0435,4,telefono,+39 0290398600,contatti.xml
IT-MI0435,5,telefono,+39 0290398601,contatti.xml
IT-MI0435,6,url,www.comune.sedriano.mi.it,contatti.xml
IT-MI0440,1,e-mail,info.biblioteca@seregno.info,contatti.xml
IT-MI0440,2,e-mail,porro.enrico@seregno.info,contatti.xml
IT-MI0440,3,fax,+39 0362263331,contatti.xml
IT-MI0440,4,pec,seregno.protocollo@actaliscertymail.it,contatti.xml
IT-MI0440,5,telefono,+39 0362263208,contatti.xml
IT-MI0440,6,url,http://www.comune.seregno.mb.it/news/38/60/,contatti.xml
IT-MI0440,7,url,https://www.brianzabiblioteche.it/library/seregno/,contatti.xml
IT-MI0441,1,e-mail,abbaziadiseregno@abbaziadiseregno.com,contatti.xml
IT-MI0441,2,fax,+39 0362321130,contatti.xml
IT-MI0441,3,telefono,0362268911,contatti.xml
IT-MI0442,1,e-mail,biblioteca.sestocentrale@csbno.net,contatti.xml
IT-MI0442,2,pec,segreteriacultura.sestosg@pec.actalis.it,contatti.xml
IT-MI0442,3,telefono,+39 0224968800,contatti.xml
IT-MI0442,4,url,www.sestosg.net,contatti.xml
IT-MI0442,5,url,https://www.facebook.com/BibliotecaCivica.SestoSanGiovanni,contatti.xml
IT-MI0446,1,e-mail,biblioteca.sestoragazzi@csbno.net,contatti.xml
IT-MI0446,2,pec,segreteriacultura.sestosg@pec.actalis.it,contatti.xml
IT-MI0446,3,telefono,+39 0224968910,contatti.xml
IT-MI0446,4,url,www.sestosg.net,contatti.xml
IT-MI0446,5,url,https://webopac.csbno.net/library/Sesto-Ragazzi/,contatti.xml
IT-MI0446,6,url,www.facebook.com/BibliotecaCivica.SestoSanGiovanni,contatti.xml
IT-MI0450,1,e-mail,biblioteca.settala@cubinrete.it,contatti.xml
IT-MI0450,2,e-mail,cultura@comune.settala.mi.it,contatti.xml
IT-MI0450,3,fax,+39 0295075924,contatti.xml
IT-MI0450,4,pec,postacertificata@cert.comune.settala.mi.it,contatti.xml
IT-MI0450,5,telefono,+39 2950759249,contatti.xml
IT-MI0450,6,url,https://www.comune.settala.mi.it/vivere-settala/biblioteca/,contatti.xml
IT-MI0450,7,url,www.facebook.com/bibliosettala,contatti.xml
IT-MI0450,8,url,www.cubinrete.it/settala,contatti.xml
IT-MI0452,1,e-mail,biblioteca.solaro@csbno.net,contatti.xml
IT-MI0452,2,fax,+39 0296799201,contatti.xml
IT-MI0452,3,pec,comune.solaro@pec.regione.lombardia.it,contatti.xml
IT-MI0452,4,telefono,+39 0296984399,contatti.xml
IT-MI0452,5,url,www.comune.solaro.mi.it,contatti.xml
IT-MI0456,1,e-mail,sovico@brianzabiblioteche.it,contatti.xml
IT-MI0456,2,fax,+39 0392075045,contatti.xml
IT-MI0456,3,pec,comune.sovico@pec.regione.lombardia.it,contatti.xml
IT-MI0456,4,telefono,+39 0392075070,contatti.xml
IT-MI0456,5,url,https://www.brianzabiblioteche.it/library/Sovico/,contatti.xml
IT-MI0456,6,url,https://www.brianzabiblioteche.it/,contatti.xml
IT-MI0457,1,e-mail,biblioteca.sulbiate@cubinrete.it,contatti.xml
IT-MI0457,2,fax,+39 0396020537,contatti.xml
IT-MI0457,3,pec,comune.sulbiate@halleypec.it,contatti.xml
IT-MI0457,4,telefono,+39 0396020355,contatti.xml
IT-MI0457,5,url,www.cubinrete.it/sulbiate,contatti.xml
IT-MI0460,1,e-mail,biblioteca.trezzanorosa@cubinrete.it,contatti.xml
IT-MI0460,2,e-mail,gianluca.rampinelli@comune.trezzanorosa.mi.it,contatti.xml
IT-MI0460,3,fax,+39 0290969833,contatti.xml
IT-MI0460,4,pec,info@pec.comune.trezzanorosa.mi.it,contatti.xml
IT-MI0460,5,telefono,+39 0290969833,contatti.xml
IT-MI0460,6,telefono,+39 029201991,contatti.xml
IT-MI0460,7,url,www.cubinrete.it/trezzano-rosa,contatti.xml
IT-MI0462,1,e-mail,biblioteca.trezzosulladda@cubinrete.it,contatti.xml
IT-MI0462,2,fax,+39 029090639,contatti.xml
IT-MI0462,3,pec,protocollo@pec.comune.trezzosulladda.mi.it,contatti.xml
IT-MI0462,4,telefono,+39 0290933290,contatti.xml
IT-MI0462,5,url,www.cubinrete.it/trezzo-sull-adda,contatti.xml
IT-MI0463,1,e-mail,triuggio@brianzabiblioteche.it,contatti.xml
IT-MI0463,2,e-mail,gianni.castoldi@comune.triuggio.mb.it,contatti.xml
IT-MI0463,3,fax,+39 0362997655,contatti.xml
IT-MI0463,4,pec,comune.triuggio@legalmail.it,contatti.xml
IT-MI0463,5,telefono,+39 0362970645,contatti.xml
IT-MI0463,6,telefono,+39 3389969821,contatti.xml
IT-MI0463,7,url,http://www.comune.triuggio.mb.it/uffici-comunali/biblioteca/consultare-i-libri-della-biblioteca,contatti.xml
IT-MI0463,8,url,www.brianzabiblioteche.it,contatti.xml
IT-MI0464,1,e-mail,biblioteca.truccazzano@cubinrete.it,contatti.xml
IT-MI0464,2,e-mail,segreteria.truccazzano@unioneaddamartesana.it,contatti.xml
IT-MI0464,3,fax,+39 029583754,contatti.xml
IT-MI0464,4,pec,comune.truccazzano.mi@legalmail.it,contatti.xml
IT-MI0464,5,telefono,+39 0295997749,contatti.xml
IT-MI0464,6,telefono,+39 0295997735,contatti.xml
IT-MI0464,7,url,www.comune.truccazzano.mi.it/conoscere-truccazzano/biblioteca/,contatti.xml
IT-MI0464,8,url,www.cubinrete.it,contatti.xml
IT-MI0467,1,e-mail,biblioteca.civica@comune.turbigo.mi.it,contatti.xml
IT-MI0467,2,fax,+39 0331871016,contatti.xml
IT-MI0467,3,pec,comune.turbigo@postecert.it,contatti.xml
IT-MI0467,4,telefono,+39 0331891175,contatti.xml
IT-MI0467,5,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0470,1,e-mail,biblioteca.usmatevelate@cubinrete.it,contatti.xml
IT-MI0470,2,fax,+39 0396076329,contatti.xml
IT-MI0470,3,pec,protocollo.comuneusmatevelate@postecert.it,contatti.xml
IT-MI0470,4,telefono,+39 0396829789,contatti.xml
IT-MI0470,5,url,www.facebook.com/bibusmate/,contatti.xml
IT-MI0470,6,url,www.cubinrete.it/usmate-velate,contatti.xml
IT-MI0470,7,url,www.cubinrete.it,contatti.xml
IT-MI0472,1,e-mail,biblioteca@comune.vanzaghello.mi.it,contatti.xml
IT-MI0472,2,e-mail,laura.rossi@comune.vanzaghello.mi.it,contatti.xml
IT-MI0472,3,fax,+39 0331309913,contatti.xml
IT-MI0472,4,pec,comune.vanzaghello@postecert.it,contatti.xml
IT-MI0472,5,telefono,+39 0331306782,contatti.xml
IT-MI0472,6,url,www.comune.vanzaghello.mi.it,contatti.xml
IT-MI0473,1,e-mail,biblioteca.vanzago@csbno.net,contatti.xml
IT-MI0473,2,fax,+39 029341885,contatti.xml
IT-MI0473,3,pec,comune.vanzago@pec.regione.lombardia.it,contatti.xml
IT-MI0473,4,telefono,+39 0293541433,contatti.xml
IT-MI0473,5,url,www.csbno.net,contatti.xml
IT-MI0473,6,url,https://webopac.csbno.net/library/Vanzago/,contatti.xml
IT-MI0473,7,url,www.facebook.com/bibliotecadivanzago/,contatti.xml
IT-MI0475,1,e-mail,biblioteca@comune.vedanoallambro.mb.it,contatti.xml
IT-MI0475,2,pec,comune.vedanoallambro@pec.regione.lombardia.it,contatti.xml
IT-MI0475,3,telefono,+39 039490633,contatti.xml
IT-MI0475,4,url,https://www.brianzabiblioteche.it/library/vedano-al-lambro/,contatti.xml
IT-MI0475,5,url,https://www.comune.vedanoallambro.mb.it/vivere-il-comune/luoghi/biblioteca-comunale/,contatti.xml
IT-MI0477,1,e-mail,veduggio@brianzabiblioteche.it,contatti.xml
IT-MI0477,2,fax,+39 0362910878,contatti.xml
IT-MI0477,3,pec,comune.veduggio@legalmail.it,contatti.xml
IT-MI0477,4,telefono,+39 0362911021,contatti.xml
IT-MI0477,5,url,https://www.brianzabiblioteche.it/library/veduggio-con-colzano/,contatti.xml
IT-MI0479,1,e-mail,veranobrianza@brianzabiblioteche.it,contatti.xml
IT-MI0479,2,fax,+39 0362990753,contatti.xml
IT-MI0479,3,pec,comune.veranobrianza@pec.regione.lombardia.it,contatti.xml
IT-MI0479,4,telefono,+39 0362904146,contatti.xml
IT-MI0479,5,url,www.facebook.com/bibliotecaveranobrianza/,contatti.xml
IT-MI0479,6,url,www.bibliotecaveranobrianza.it,contatti.xml
IT-MI0481,1,e-mail,biblioteca@comune.vernate.mi.it,contatti.xml
IT-MI0481,2,pec,comune.vernate@pec.regione.lombardia.it,contatti.xml
IT-MI0481,3,telefono,+39 0290097639,contatti.xml
IT-MI0481,4,url,www.fondazioneperleggere.it,contatti.xml
IT-MI0482,1,e-mail,biblioteca@comune.vignate.mi.it,contatti.xml
IT-MI0482,2,pec,protocollo@pec.comune.vignate.mi.it,contatti.xml
IT-MI0482,3,telefono,+39 0295080813,contatti.xml
IT-MI0482,4,url,https://www.biblioclick.it/library/BIB-VIGNATE/,contatti.xml
IT-MI0484,1,e-mail,biblioteca.vimercate@cubinrete.it,contatti.xml
IT-MI0484,2,fax,+39 0396659296,contatti.xml
IT-MI0484,3,pec,vimercate@pec.comune.vimercate.mb.it,contatti.xml
IT-MI0484,4,telefono,+39 0396659281,contatti.xml
IT-MI0484,5,url,www.cubinrete.it/vimercate,contatti.xml
IT-MI0484,6,url,https://www.cubinrete.it/vimercate,contatti.xml
IT-MI0485,1,e-mail,biblioteca@comune.vittuone.mi.it,contatti.xml
IT-MI0485,2,fax,+39 0290110927,contatti.xml
IT-MI0485,3,pec,ufficio.protocollo@pec.comune.vittuone.mi.it,contatti.xml
IT-MI0485,4,telefono,+39 0290319310,contatti.xml
IT-MI0485,5,url,https://comune.vittuone.mi.it/contenuti/100260/biblioteca#:~:text=La%20sede%20attuale%20della%20Biblioteca%20di%20Vittuone%20%C3%A8%20stata%20inaugurata%20nel%201994.,contatti.xml
IT-MI0486,1,e-mail,biblioteca.vizzolopredabissi@cubinrete.it,contatti.xml
IT-MI0486,2,e-mail,biblioteca@comune.vizzolopredabissi.mi.it,contatti.xml
IT-MI0486,3,pec,comune.vizzolopredabissi@pec.regione.lombardia.it,contatti.xml
IT-MI0486,4,telefono,+39 0298202210,contatti.xml
IT-MI0486,5,url,www.cubinrete.it/vizzolo-predabissi,contatti.xml
IT-MI0486,6,url,https://www.facebook.com/biblioteca.divizzolopredabissi/,contatti.xml
IT-MI0488,1,e-mail,bibliotecadellorologio@gmail.com,contatti.xml
IT-MI0488,2,fax,+39 029440329,contatti.xml
IT-MI0488,3,pec,vermezzoconzelo@pec.it,contatti.xml
IT-MI0488,4,telefono,+39 0294943106,contatti.xml
IT-MI0488,5,url,www.facebook.com/bibliotecadellorologiodizelo/,contatti.xml
IT-MI0489,1,e-mail,bibarchimetromi@virgilio.it,contatti.xml
IT-MI0489,2,telefono,+39 02.72008540,contatti.xml
IT-MI0489,3,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/539/Biblioteca+del+Capitolo+metropolitano+di+Milano,contatti.xml
IT-MI0491,1,e-mail,c.bibliochiesarossa@comune.milano.it,contatti.xml
IT-MI0491,2,fax,+39 0288442161,contatti.xml
IT-MI0491,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0491,4,telefono,+39 0288465991,contatti.xml
IT-MI0491,5,url,milano.biblioteche.it/library/chiesarossa/,contatti.xml
IT-MI0492,1,e-mail,c.bibliocrescenzago@comune.milano.it,contatti.xml
IT-MI0492,2,fax,+39 0288442139,contatti.xml
IT-MI0492,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0492,4,telefono,+39 0288465808,contatti.xml
IT-MI0492,5,url,milano.biblioteche.it/library/crescenzago/,contatti.xml
IT-MI0494,1,e-mail,c.bibliogallaratese@comune.milano.it,contatti.xml
IT-MI0494,2,fax,+39 0288464273,contatti.xml
IT-MI0494,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0494,4,telefono,+39 0288464270,contatti.xml
IT-MI0494,5,url,milano.biblioteche.it/library/gallaratese/,contatti.xml
IT-MI0496,1,e-mail,c.biblioniguarda@comune.milano.it,contatti.xml
IT-MI0496,2,fax,+39 0288462541,contatti.xml
IT-MI0496,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0496,4,telefono,+39 0288462542,contatti.xml
IT-MI0496,5,url,https://milano.biblioteche.it/library/niguarda/,contatti.xml
IT-MI0497,1,e-mail,c.bibliooglio@comune.milano.it,contatti.xml
IT-MI0497,2,fax,+39 0288462972,contatti.xml
IT-MI0497,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0497,4,telefono,+39 0288462971,contatti.xml
IT-MI0497,5,url,milano.biblioteche.it/library/oglio/,contatti.xml
IT-MI0498,1,e-mail,c.bibliosantambrogio@comune.milano.it,contatti.xml
IT-MI0498,2,fax,+39 0288442133,contatti.xml
IT-MI0498,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0498,4,telefono,+39 0288465814,contatti.xml
IT-MI0498,5,url,https://milano.biblioteche.it/library/santambrogio/,contatti.xml
IT-MI0499,1,e-mail,c.bibliotibaldi@comune.milano.it,contatti.xml
IT-MI0499,2,fax,+39 0288462921,contatti.xml
IT-MI0499,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0499,4,telefono,+39 0288462920,contatti.xml
IT-MI0499,5,url,milano.biblioteche.it/library/tibaldi/,contatti.xml
IT-MI0500,1,e-mail,biblio@mi.cnr.it,contatti.xml
IT-MI0500,2,fax,+39 0223699583,contatti.xml
IT-MI0500,3,pec,protocollo.adrmi1@pec.cnr.it,contatti.xml
IT-MI0500,4,telefono,+39 0223699705,contatti.xml
IT-MI0500,5,telefono,+39 0223699586,contatti.xml
IT-MI0500,6,url,servente.area.ge.cnr.it/area_mi/index.php?type=biblioteca,contatti.xml
IT-MI0507,1,e-mail,clara.sibilla@goethe.de,contatti.xml
IT-MI0507,2,e-mail,clara.sibilla@goethe.de,contatti.xml
IT-MI0507,3,fax,+39 0276009186,contatti.xml
IT-MI0507,4,telefono,+39 02776917,contatti.xml
IT-MI0507,5,telefono,+39 0277691722,contatti.xml
IT-MI0507,6,url,https://www.goethe.de/ins/it/de/sta/mai/bib.html,contatti.xml
IT-MI0508,1,e-mail,biblioteca@bibliotecafrancescana.it,contatti.xml
IT-MI0508,2,fax,+39 0229002736,contatti.xml
IT-MI0508,3,telefono,+39 0229002736,contatti.xml
IT-MI0508,4,url,http://www.bibliotecafrancescana.it,contatti.xml
IT-MI0518,1,e-mail,biblioteca@ospedaleniguarda.it,contatti.xml
IT-MI0518,2,fax,+39 0264442080,contatti.xml
IT-MI0518,3,telefono,+39 0264442190,contatti.xml
IT-MI0518,4,telefono,+39 0264447156,contatti.xml
IT-MI0518,5,url,www.fordoc.ospedaleniguarda.it,contatti.xml
IT-MI0524,1,e-mail,archivio@diocesi.milano.it,contatti.xml
IT-MI0524,2,telefono,+39 02.58499818,contatti.xml
IT-MI0524,3,url,https://www.beweb.chiesacattolica.it/istituticulturali/istituto/542/Biblioteca+dell%27Archivio+storico+diocesano+di+Milano,contatti.xml
IT-MI0532,1,e-mail,biblioteca_tremaglia@regione.lombardia.it,contatti.xml
IT-MI0532,2,pec,cultura@pec.regione.lombardia.it,contatti.xml
IT-MI0532,3,telefono,+39 0267652656,contatti.xml
IT-MI0532,4,url,https://tinyurl.com/3vv2vcys,contatti.xml
IT-MI0534,1,e-mail,c.biblioarcheologica@comune.milano.it,contatti.xml
IT-MI0534,2,fax,+39 0288463819,contatti.xml
IT-MI0534,3,pec,protocollo@postacert.comune.milano.it,contatti.xml
IT-MI0534,4,telefono,+39 0288463772,contatti.xml
IT-MI0534,5,telefono,+39 0288463773,contatti.xml
IT-MI0534,6,url,https://www.milanocastello.it/archivi-e-biblioteche/biblioteca-archeologica-e-numismatica,contatti.xml
IT-MI0536,1,e-mail,biblio@ifp.cnr.it,contatti.xml
IT-MI0536,2,fax,+39 0266173239,contatti.xml
IT-MI0536,3,telefono,+39 0266173234,contatti.xml
IT-MI0536,4,url,http://www.iger.org/biblioteca/,contatti.xml
IT-MI0538,1,e-mail,reference.biblio@consiglio.regione.lombardia.it,contatti.xml
IT-MI0538,2,pec,protocollo.generale@pec.consiglio.regione.lombardia.it,contatti.xml
IT-MI0538,3,telefono,+39 0267482828,contatti.xml
IT-MI0538,4,url,http://www.consiglio.regione.lombardia.it/wps/portal/crl/home/per-il-cittadino/biblioteca,contatti.xml
IT-MI0539,1,e-mail,biblioteca@bibliotecafrancescana.it,contatti.xml
IT-MI0539,2,e-mail,info@bibliotecafrancescana.it,contatti.xml
IT-MI0539,3,fax,+39 0229002736,contatti.xml
IT-MI0539,4,telefono,+39 0229002736,contatti.xml
IT-MI0539,5,url,https://www.bibliotecafrancescana.it/,contatti.xml
IT-MI0540,1,e-mail,mediateca-milano@institutfrancais.it,contatti.xml
IT-MI0540,2,fax,+39 0248591952,contatti.xml
IT-MI0540,3,telefono,+39 0248591940,contatti.xml
IT-MI0540,4,url,www.institutfrancais.it/milano,contatti.xml
IT-MI0550,1,e-mail,biblioteca@hsr.it,contatti.xml
IT-MI0550,2,fax,+39 0226432761,contatti.xml
IT-MI0550,3,telefono,0226432760,contatti.xml
IT-MI0550,4,url,www.uniud.it/biblioteche,contatti.xml
IT-MI0551,1,e-mail,info@fondazioneperini.org,contatti.xml
IT-MI0551,2,pec,fondazionecarloperini@pec.it,contatti.xml
IT-MI0551,3,telefono,+39 0238235172,contatti.xml
IT-MI0551,4,url,http://www.fondazioneperini.org,contatti.xml
IT-MI0552,1,e-mail,librop@tin.it,contatti.xml
IT-MI0552,2,fax,+39 0229513384,contatti.xml
IT-MI0552,3,telefono,+39 022046404,contatti.xml
IT-MI0552,4,url,http://www.libroparlato.com,contatti.xml
IT-MI0555,1,e-mail,biblio@cdec.it,contatti.xml
IT-MI0555,2,fax,+39 0233602728,contatti.xml
IT-MI0555,3,pec,fondazionecdec@pec.ancitel.it,contatti.xml
IT-MI0555,4,telefono,+39 02316092,contatti.xml
IT-MI0555,5,url,www.cdec.it,contatti.xml
IT-MI0555,6,url,https://cdec.infoteca.it/ricerca/semplice,contatti.xml
IT-MI0556,1,e-mail,sede.lombardia@istat.it,contatti.xml
IT-MI0556,2,e-mail,cis.milano@istat.it,contatti.xml
IT-MI0556,3,fax,+39 0280613234,contatti.xml
IT-MI0556,4,pec,protocollo@postacert.istat.it,contatti.xml
IT-MI0556,5,telefono,+39 0280613211,contatti.xml
IT-MI0556,6,url,https://www.istat.it/it/informazioni-e-servizi/per-gli-utenti/sportelli-sul-territorio,contatti.xml
IT-MI0557,1,e-mail,uni@uni.it,contatti.xml
IT-MI0557,2,fax,+39 0270105992,contatti.xml
IT-MI0557,3,telefono,+39 02700241,contatti.xml
IT-MI0557,4,url,www.uni.com/index.php,contatti.xml
IT-MI0558,1,fax,+39 02781896,contatti.xml
IT-MI0558,2,telefono,+39 0276001425,contatti.xml
IT-MI0559,1,e-mail,bibliotecaisimbardi@cittametropolitana.milano.it,contatti.xml
IT-MI0559,2,telefono,+39 0277402420,contatti.xml
IT-MI0559,3,telefono,+39 0277406578,contatti.xml
IT-MI0559,4,url,http://www.cittametropolitana.mi.it/biblioteca_isimbardi/,contatti.xml
IT-MI0602,1,e-mail,arcmocat@unicatt.it,contatti.xml
IT-MI0602,2,telefono,+39 0272342928,contatti.xml
IT-MI0606,1,e-mail,disma@unimi.it,contatti.xml
IT-MI0606,2,fax,+39 0250316801,contatti.xml
IT-MI0606,3,telefono,+39 0250316802,contatti.xml
IT-MI0606,4,url,http://www.disma.unimi.it/biblioteca.htm,contatti.xml
IT-MI0611,1,fax,+39 0250314476,contatti.xml
IT-MI0611,2,telefono,+39 0250314475,contatti.xml
IT-MI0616,1,e-mail,bruno.venerando@unimi.it,contatti.xml
IT-MI0616,2,fax,+39 0250316017,contatti.xml
IT-MI0616,3,telefono,+39 0250316018,contatti.xml
IT-MI0623,1,e-mail,angela.magrone@unimi.it,contatti.xml
IT-MI0623,2,fax,+39 0250320267,contatti.xml
IT-MI0623,3,telefono,+39 0250320268,contatti.xml
IT-MI0627,1,e-mail,gianfranco.altomare@unimi.it,contatti.xml
IT-MI0627,2,fax,+39 0250320760,contatti.xml
IT-MI0627,3,telefono,+39 0250320762,contatti.xml
IT-MI0630,1,telefono,+39 0250320256,contatti.xml
IT-MI0630,2,url,http://www.sba.unimi.it/Biblioteche/BD/d0.htm,contatti.xml
IT-MI0634,1,e-mail,maria.ledda@unimi.it,contatti.xml
IT-MI0634,2,fax,+39 0250314670,contatti.xml
IT-MI0634,3,telefono,+39 0250314660,contatti.xml
IT-MI0635,1,e-mail,bimedlav@unimi.it,contatti.xml
IT-MI0635,2,fax,+39 0250320107,contatti.xml
IT-MI0635,3,telefono,+39 0250320106,contatti.xml
IT-MI0635,4,url,http://www.cdldevoto.it,contatti.xml
IT-MI0637,1,e-mail,imit@unimi.it,contatti.xml
IT-MI0637,2,fax,+39 023560805,contatti.xml
IT-MI0637,3,telefono,+39 023567031,contatti.xml
IT-MI0641,1,e-mail,biblioteca.online@asst-pini-cto.it,contatti.xml
IT-MI0641,2,telefono,+39 0258296263,contatti.xml
IT-MI0641,3,telefono,+39 0258296253,contatti.xml
IT-MI0641,4,url,http://www.sba.unimi.it/Biblioteche/BD/d9.htm,contatti.xml
IT-MI0647,1,e-mail,biomet@unimi.it,contatti.xml
IT-MI0647,2,fax,+39 0250320866,contatti.xml
IT-MI0647,3,telefono,+39 0250320854,contatti.xml
IT-MI0647,4,url,http://www.sba.unimi.it/Biblioteche/BD/g3.htm,contatti.xml
IT-MI0657,1,e-mail,biblio.bicf@unimi.it,contatti.xml
IT-MI0657,2,fax,+39 0250316624,contatti.xml
IT-MI0657,3,telefono,+39 0250316622,contatti.xml
IT-MI0657,4,url,http://www.sba.unimi.it/Biblioteche/bicf/13453.html,contatti.xml
IT-MI0659,1,fax,+39 0250314300,contatti.xml
