isil,source_status,normalized_status,analytical_group,include_in_main_analysis,target_isil,rationale
IT-PD0315,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0316,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0317,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0318,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0319,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0320,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0321,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0322,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0323,Biblioteca confluita in IT-PD0343,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0343,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0324,Biblioteca confluita in IT-PD0313,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0313,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0325,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0326,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0327,Biblioteca confluita in IT-PD0343,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0343,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0328,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0329,Biblioteca confluita in IT-PD0370,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0370,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0330,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0331,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0332,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0333,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0334,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0335,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0336,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0337,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0338,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0339,Biblioteca confluita in IT-PD0341,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0341,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0341,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0342,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0343,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0344,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0345,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0346,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0347,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0348,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0349,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0350,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0352,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0353,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0354,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0355,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0356,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0357,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0358,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0359,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0360,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0361,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0362,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0363,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0364,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0365,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0366,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0367,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0368,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0369,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0370,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0371,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0372,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0373,Biblioteca confluita,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0374,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0375,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0376,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0377,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0378,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0379,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0380,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0381,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0382,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0383,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0384,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0385,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0386,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0387,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0388,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0389,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0390,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0391,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0392,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0393,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0394,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0395,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0396,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0397,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0398,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0399,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0400,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0401,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0402,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0403,Biblioteca confluita in IT-PD0341,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0341,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0404,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0405,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0406,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0407,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0408,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0409,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0410,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0411,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0412,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0413,Temporaneamente chiusa,TEMPORANEAMENTE_CHIUSA,INTERRUZIONE_DEL_SERVIZIO,True,,Stato ICCU che segnala una chiusura temporanea.
IT-PD0414,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0415,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0416,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0417,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0418,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0419,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0420,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0421,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0422,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0423,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0424,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0425,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0426,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0427,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-PD0428,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0429,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0430,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0431,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0432,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0433,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0434,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0435,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0436,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0437,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-PD0438,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0439,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-PD0440,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0441,Biblioteca confluita in IT-PD0258,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0258,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-PD0442,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0443,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-PD0444,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
